GENUS,SPECIES
Aminomonas,
Aminomonas,paucivorans
Ammonifex,
Ammonifex,degensii
Ammonifex,thiophilus
Ammoniibacillus,
Ammoniibacillus,agariperforans
Ammoniphilus,
Ammoniphilus,oxalaticus
Ammoniphilus,oxalivorans
Amnibacterium,
Amnibacterium,kyonggiense
Amnibacterium,soli
Amoebobacter,
Amoebobacter,pedioformis
Amoebobacter,pendens
Amoebobacter,purpureus
Amoebobacter,roseus
Amorphosporangium,
Amorphosporangium,auranticolor
Amorphosporangium,globisporum
Amorphus,
Amorphus,coralli
Amorphus,orientalis
Amorphus,suaedae
Amphibacillus,
Amphibacillus,cookii
Amphibacillus,fermentum
Amphibacillus,iburiensis
Amphibacillus,indicireducens
Amphibacillus,jilinensis
Amphibacillus,marinus
Amphibacillus,sediminis
Amphibacillus,tropicus
Amphibacillus,xylanus
Amphiplicatus,
Amphiplicatus,metriothermophilus
Amphritea,
Amphritea,atlantica
Amphritea,balenae
Amphritea,ceti
Amphritea,japonica
Ampullariella,
Ampullariella,campanulata
Ampullariella,digitata
Ampullariella,lobata
Ampullariella,regularis
Amycolata,
Amycolata,alni
Amycolata,autotrophica
Amycolata,hydrocarbonoxydans
Amycolata,saturnea
Amycolatopsis,
Amycolatopsis,alba
Amycolatopsis,albidoflavus
Amycolatopsis,australiensis
Amycolatopsis,azurea
Amycolatopsis,balhimycina
Amycolatopsis,bartoniae
Amycolatopsis,benzoatilytica
Amycolatopsis,bullii
Amycolatopsis,cihanbeyliensis
Amycolatopsis,circi
Amycolatopsis,coloradensis
Amycolatopsis,decaplanina
Amycolatopsis,dongchuanensis
Amycolatopsis,echigonensis
Amycolatopsis,endophytica
Amycolatopsis,equina
Amycolatopsis,eurytherma
Amycolatopsis,fastidiosa
Amycolatopsis,granulosa
Amycolatopsis,halophila
Amycolatopsis,halotolerans
Amycolatopsis,helveola
Amycolatopsis,hippodromi
Amycolatopsis,japonica
Amycolatopsis,jejuensis
Amycolatopsis,jiangsuensis
Amycolatopsis,kentuckyensis
Amycolatopsis,keratiniphila
Amycolatopsis,keratiniphila
Amycolatopsis,keratiniphila
Amycolatopsis,lexingtonensis
Amycolatopsis,lurida
Amycolatopsis,magusensis
Amycolatopsis,marina
Amycolatopsis,mediterranei
Amycolatopsis,methanolica
Amycolatopsis,minnesotensis
Amycolatopsis,nigrescens
Amycolatopsis,niigatensis
Amycolatopsis,orientalis
Amycolatopsis,orientalis
Amycolatopsis,orientalis
Amycolatopsis,palatopharyngis
Amycolatopsis,pigmentata
Amycolatopsis,plumensis
Amycolatopsis,pretoriensis
Amycolatopsis,regifaucium
Amycolatopsis,rifamycinica
Amycolatopsis,ruanii
Amycolatopsis,rubida
Amycolatopsis,rugosa
Amycolatopsis,saalfeldensis
Amycolatopsis,sacchari
Amycolatopsis,salitolerans
Amycolatopsis,samaneae
Amycolatopsis,sulphurea
Amycolatopsis,taiwanensis
Amycolatopsis,thailandensis
Amycolatopsis,thermalba
Amycolatopsis,thermoflava
Amycolatopsis,thermophila
Amycolatopsis,tolypomycina
Amycolatopsis,tucumanensis
Amycolatopsis,ultiminotia
Amycolatopsis,umgeniensis
Amycolatopsis,vancoresmycina
Amycolatopsis,viridis
Amycolatopsis,xylanica
Amycolicicoccus,
Amycolicicoccus,subflavus
Amylibacter,
Amylibacter,marinus
Anaeroarcus,
Anaeroarcus,burkinensis
Anaerobacillus,
Anaerobacillus,alkalidiazotrophicus
Anaerobacillus,alkalilacustris
Anaerobacillus,arseniciselenatis
Anaerobacter,
Anaerobacter,polyendosporus
Anaerobacterium,
Anaerobacterium,chartisolvens
Anaerobaculum,
Anaerobaculum,hydrogeniformans
Anaerobaculum,mobile
Anaerobaculum,thermoterrenum
Anaerobiospirillum,
Anaerobiospirillum,succiniciproducens
Anaerobiospirillum,thomasii
Anaerobranca,
Anaerobranca,californiensis
Anaerobranca,gottschalkii
Anaerobranca,horikoshii
Anaerobranca,zavarzinii
Anaerocella,
Anaerocella,delicata
Anaerococcus,
Anaerococcus,hydrogenalis
Anaerococcus,lactolyticus
Anaerococcus,murdochii
Anaerococcus,octavius
Anaerococcus,prevotii
Anaerococcus,senegalensis
Anaerococcus,tetradius
Anaerococcus,vaginalis
Anaerofilum,
Anaerofilum,agile
Anaerofilum,pentosovorans
Anaerofustis,
Anaerofustis,stercorihominis
Anaeroglobus,
Anaeroglobus,geminatus
Anaerolinea,
Anaerolinea,thermolimosa
Anaerolinea,thermophila
Anaeromusa,
Anaeromusa,acidaminophila
Anaeromyxobacter,
Anaeromyxobacter,dehalogenans
Anaerophaga,
Anaerophaga,thermohalophila
Anaeroplasma,
Anaeroplasma,abactoclasticum
Anaeroplasma,bactoclasticum
Anaeroplasma,intermedium
Anaeroplasma,varium
Anaerorhabdus,
Anaerorhabdus,furcosa
Anaerorhabdus,furcosus
Anaerosalibacter,
Anaerosalibacter,bizertensis
Anaerosinus,
Anaerosinus,glycerini
Anaerosphaera,
Anaerosphaera,aminiphila
Anaerosporobacter,
Anaerosporobacter,mobilis
Anaerostipes,
Anaerostipes,butyraticus
Anaerostipes,caccae
Anaerostipes,hadrus
Anaerostipes,rhamnosivorans
Anaerotruncus,
Anaerotruncus,colihominis
Anaerovibrio,
Anaerovibrio,burkinabensis
Anaerovibrio,glycerini
Anaerovibrio,lipolytica
Anaerovibrio,lipolyticus
Anaerovirgula,
Anaerovirgula,multivorans
Anaerovorax,
Anaerovorax,odorimutans
Anaplasma,
Anaplasma,bovis
Anaplasma,caudatum
Anaplasma,centrale
Anaplasma,marginale
Anaplasma,ovis
Anaplasma,phagocytophila
Anaplasma,phagocytophilum
Anaplasma,platys
Ancalochloris,
Ancalochloris,perfilievii
Ancalomicrobium,
Ancalomicrobium,adetum
Ancylobacter,
Ancylobacter,aquaticus
Ancylobacter,defluvii
Ancylobacter,dichloromethanicus
Ancylobacter,oerskovii
Ancylobacter,polymorphus
Ancylobacter,rudongensis
Ancylobacter,vacuolatus
Anderseniella,
Anderseniella,baltica
Andreprevotia,
Andreprevotia,chitinilytica
Andreprevotia,lacus
Aneurinibacillus,
Aneurinibacillus,aneurinilyticus
Aneurinibacillus,danicus
Aneurinibacillus,migulanus
Aneurinibacillus,soli
Aneurinibacillus,terranovensis
Aneurinibacillus,thermoaerophilus
Angiococcus,
Angiococcus,disciformis
Angulomicrobium,
Angulomicrobium,amanitiforme
Angulomicrobium,tetraedrale
Angustibacter,
Angustibacter,aerolatus
Angustibacter,luteus
Angustibacter,peucedani
Anoxybacillus,
Anoxybacillus,amylolyticus
Anoxybacillus,ayderensis
Anoxybacillus,bogrovensis
Anoxybacillus,caldiproteolyticus
Anoxybacillus,calidus
Anoxybacillus,contaminans
Anoxybacillus,eryuanensis
Anoxybacillus,flavithermus
Anoxybacillus,flavithermus
Anoxybacillus,flavithermus
Anoxybacillus,gonensis
Anoxybacillus,kamchatkensis
Anoxybacillus,kaynarcensis
Anoxybacillus,kestanbolensis
Anoxybacillus,mongoliensis
Anoxybacillus,pushchinensis
Anoxybacillus,pushchinoensis
Anoxybacillus,rupiensis
Anoxybacillus,salavatliensis
Anoxybacillus,tengchongensis
Anoxybacillus,tepidamans
Anoxybacillus,thermarum
Anoxybacillus,vitaminiphilus
Anoxybacillus,voinovskiensis
Anoxybacter,
Anoxybacter,fermentans
Anoxynatronum,
Anoxynatronum,sibiricum
Antarcticimonas,
Antarcticimonas,flava
Antarctobacter,
Antarctobacter,heliothermus
Aquabacter,
Aquabacter,spiritensis
Aquabacterium,
Aquabacterium,citratiphilum
Aquabacterium,commune
Aquabacterium,fontiphilum
Aquabacterium,limnoticum
Aquabacterium,parvum
Aquamicrobium,
Aquamicrobium,aerolatum
Aquamicrobium,aestuarii
Aquamicrobium,ahrensii
Aquamicrobium,defluvii
Aquamicrobium,lusatiense
Aquamicrobium,segne
Aquamicrobium,terrae
Aquaspirillum,
Aquaspirillum,anulus
Aquaspirillum,aquaticum
Aquaspirillum,arcticum
Aquaspirillum,autotrophicum
Aquaspirillum,bengal
Aquaspirillum,delicatum
Aquaspirillum,dispar
Aquaspirillum,fasciculus
Aquaspirillum,giesbergeri
Aquaspirillum,gracile
Aquaspirillum,itersonii
Aquaspirillum,itersonii
Aquaspirillum,itersonii
Aquaspirillum,magnetotacticum
Aquaspirillum,metamorphum
Aquaspirillum,peregrinum
Aquaspirillum,peregrinum
Aquaspirillum,peregrinum
Aquaspirillum,polymorphum
Aquaspirillum,psychrophilum
Aquaspirillum,putridiconchylium
Aquaspirillum,serpens
Aquaspirillum,sinuosum
Aquibacillus,
Aquibacillus,albus
Aquibacillus,halophilus
Aquibacillus,koreensis
Aquibacter,
Aquibacter,zeaxanthinifaciens
Aquicella,
Aquicella,lusitana
Aquicella,siphonis
Aquifex,
Aquifex,pyrophilus
Aquiflexum,
Aquiflexum,balticum
Aquihabitans,
Aquihabitans,daechungensis
Aquimarina,
Aquimarina,addita
Aquimarina,agarilytica
Aquimarina,amphilecti
Aquimarina,atlantica
Aquimarina,brevivitae
Aquimarina,gracilis
Aquimarina,intermedia
Aquimarina,latercula
Aquimarina,longa
Aquimarina,macrocephali
Aquimarina,megaterium
Aquimarina,muelleri
Aquimarina,mytili
Aquimarina,pacifica
Aquimarina,salinaria
Aquimarina,spongiae
Aquimonas,
Aquimonas,voraii
Aquincola,
Aquincola,tertiaricarbonis
Aquipuribacter,
Aquipuribacter,hungaricus
Aquisalibacillus,
Aquisalibacillus,elongatus
Aquisalimonas,
Aquisalimonas,asiatica
Aquisalimonas,halophila
Aquisphaera,
Aquisphaera,giovannonii
Aquitalea,
Aquitalea,denitrificans
Aquitalea,magnusonii
Arachidicoccus,
Arachidicoccus,rhizosphaerae
Arachnia,
Arachnia,propionica
Arcanobacterium,
Arcanobacterium,abortisuis
Arcanobacterium,bernardiae
Arcanobacterium,bialowiezense
Arcanobacterium,bonasi
Arcanobacterium,canis
Arcanobacterium,haemolyticum
Arcanobacterium,hippocoleae
Arcanobacterium,phocae
Arcanobacterium,phocisimile
Arcanobacterium,pluranimalium
Arcanobacterium,pyogenes
Archaeoglobus,
Archaeoglobus,fulgidus
Archaeoglobus,infectus
Archaeoglobus,profundus
Archaeoglobus,sulfaticallidus
Archaeoglobus,veneficus
Archangium,
Archangium,gephyra
Arcicella,
Arcicella,aquatica
Arcicella,aurantiaca
Arcicella,rigui
Arcicella,rosea
Arcobacter,
Arcobacter,anaerophilus
Arcobacter,bivalviorum
Arcobacter,butzleri
Arcobacter,cibarius
Arcobacter,cloacae
Arcobacter,cryaerophilus
Arcobacter,defluvii
Arcobacter,ellisii
Arcobacter,halophilus
Arcobacter,marinus
Arcobacter,molluscorum
Arcobacter,mytili
Arcobacter,nitrofigilis
Arcobacter,skirrowii
Arcobacter,suis
Arcobacter,thereius
Arcobacter,trophiarum
Arcobacter,venerupis
Arcticibacter,
Arcticibacter,eurypsychrophilus
Arcticibacter,pallidicorallinus
Arcticibacter,svalbardensis
Ardenticatena,
Ardenticatena,maritima
Arenibacter,
Arenibacter,certesii
Arenibacter,echinorum
Arenibacter,hampyeongensis
Arenibacter,latericius
Arenibacter,nanhaiticus
Arenibacter,palladensis
Arenibacter,troitsensis
Arenicella,
Arenicella,chitinivorans
Arenicella,xantha
Arenimonas,
Arenimonas,composti
Arenimonas,daechungensis
Arenimonas,daejeonensis
Arenimonas,donghaensis
Arenimonas,malthae
Arenimonas,maotaiensis
Arenimonas,metalli
Arenimonas,oryziterrae
Arenitalea,
Arenitalea,lutea
Arhodomonas,
Arhodomonas,aquaeolei
Arhodomonas,recens
Aridibacter,
Aridibacter,famidurans
Aridibacter,kavangonensis
Armatimonas,
Armatimonas,rosea
Arsenicicoccus,
Arsenicicoccus,bolidensis
Arsenicicoccus,dermatophilus
Arsenicicoccus,piscis
Arsenophonus,
Arsenophonus,nasoniae
Arthrobacter,
Arthrobacter,agilis
Arthrobacter,albidus
Arthrobacter,albus
Arthrobacter,alkaliphilus
Arthrobacter,alpinus
Arthrobacter,antarcticus
Arthrobacter,ardleyensis
Arthrobacter,arilaitensis
Arthrobacter,atrocyaneus
Arthrobacter,aurescens
Arthrobacter,bambusae
Arthrobacter,bergerei
Arthrobacter,castelli
Arthrobacter,chlorophenolicus
Arthrobacter,citreus
Arthrobacter,creatinolyticus
Arthrobacter,cryoconiti
Arthrobacter,cryotolerans
Arthrobacter,crystallopoietes
Arthrobacter,cumminsii
Arthrobacter,cupressi
Arthrobacter,defluvii
Arthrobacter,duodecadis
Arthrobacter,echigonensis
Arthrobacter,equi
Arthrobacter,flavescens
Arthrobacter,flavus
Arthrobacter,gandavensis
Arthrobacter,gangotriensis
Arthrobacter,globiformis
Arthrobacter,gyeryongensis
Arthrobacter,halodurans
Arthrobacter,histidinolovorans
Arthrobacter,humicola
Arthrobacter,ilicis
Arthrobacter,kerguelensis
Arthrobacter,koreensis
Arthrobacter,liuii
Arthrobacter,livingstonensis
Arthrobacter,luteolus
Arthrobacter,methylotrophus
Arthrobacter,monumenti
Arthrobacter,mysorens
Arthrobacter,nanjingensis
Arthrobacter,nasiphocae
Arthrobacter,nicotianae
Arthrobacter,nicotinovorans
Arthrobacter,niigatensis
Arthrobacter,nitroguajacolicus
Arthrobacter,oryzae
Arthrobacter,oxydans
Arthrobacter,parietis
Arthrobacter,pascens
Arthrobacter,phenanthrenivorans
Arthrobacter,picolinophilus
Arthrobacter,pigmenti
Arthrobacter,pityocampae
Arthrobacter,polychromogenes
Arthrobacter,protophormiae
Arthrobacter,psychrochitiniphilus
Arthrobacter,psychrolactophilus
Arthrobacter,psychrophenolicus
Arthrobacter,radiotolerans
Arthrobacter,ramosus
Arthrobacter,rhombi
Arthrobacter,roseus
Arthrobacter,russicus
Arthrobacter,sanguinis
Arthrobacter,scleromae
Arthrobacter,siccitolerans
Arthrobacter,siderocapsulatus
Arthrobacter,simplex
Arthrobacter,soli
Arthrobacter,stackebrandtii
Arthrobacter,subterraneus
Arthrobacter,sulfonivorans
Arthrobacter,sulfureus
Arthrobacter,tecti
Arthrobacter,terregens
Arthrobacter,tumbae
Arthrobacter,tumescens
Arthrobacter,uratoxydans
Arthrobacter,ureafaciens
Arthrobacter,variabilis
Arthrobacter,viscosus
Arthrobacter,woluwensis
Asaccharobacter,
Asaccharobacter,celatus
Asaccharospora,
Asaccharospora,irregularis
Asaia,
Asaia,astilbis
Asaia,bogorensis
Asaia,krungthepensis
Asaia,lannensis
Asaia,platycodi
Asaia,prunellae
Asaia,siamensis
Asaia,spathodeae
Asanoa,
Asanoa,ferruginea
Asanoa,hainanensis
Asanoa,iriomotensis
Asanoa,ishikariensis
Asanoa,siamensis
Ascidiaceihabitans,
Ascidiaceihabitans,donghaensis
Asinibacterium,
Asinibacterium,lactis
Aspromonas,
Aspromonas,composti
Asteroleplasma,
Asteroleplasma,anaerobium
Asticcacaulis,
Asticcacaulis,benevestitus
Asticcacaulis,biprosthecium
Asticcacaulis,endophyticus
Asticcacaulis,excentricus
Asticcacaulis,solisilvae
Asticcacaulis,taihuensis
Atopobacter,
Atopobacter,phocae
Atopobium,
Atopobium,deltae
Atopobium,fossor
Atopobium,minutum
Atopobium,parvulum
Atopobium,rimae
Atopobium,vaginae
Atopococcus,
Atopococcus,tabaci
Atopostipes,
Atopostipes,suicloacalis
Aurantimonas,
Aurantimonas,altamirensis
Aurantimonas,coralicida
Aurantimonas,frigidaquae
Aurantimonas,manganoxydans
Aurantimonas,ureilytica
Auraticoccus,
Auraticoccus,monumenti
Aureibacter,
Aureibacter,tunicatorum
Aureicoccus,
Aureicoccus,marinus
Aureimonas,
Aureimonas,altamirensis
Aureimonas,ferruginea
Aureimonas,frigidaquae
Aureimonas,jatrophae
Aureimonas,phyllosphaerae
Aureimonas,rubiginis
Aureimonas,ureilytica
Aureispira,
Aureispira,marina
Aureispira,maritima
Aureitalea,
Aureitalea,marina
Aureivirga,
Aureivirga,marina
Aureobacterium,
Aureobacterium,arabinogalactanolyticum
Aureobacterium,barkeri
Aureobacterium,esteraromaticum
Aureobacterium,flavescens
Aureobacterium,keratanolyticum
Aureobacterium,liquefaciens
Aureobacterium,luteolum
Aureobacterium,resistens
Aureobacterium,saperdae
Aureobacterium,schleiferi
Aureobacterium,terrae
Aureobacterium,terregens
Aureobacterium,testaceum
Aureobacterium,trichothecenolyticum
Auritidibacter,
Auritidibacter,ignavus
Austwickia,
Austwickia,chelonae
Avibacterium,
Avibacterium,avium
Avibacterium,endocarditidis
Avibacterium,gallinarum
Avibacterium,paragallinarum
Avibacterium,volantium
Azoarcus,
Azoarcus,anaerobius
Azoarcus,buckelii
Azoarcus,communis
Azoarcus,evansii
Azoarcus,indigens
Azoarcus,olearius
Azoarcus,toluclasticus
Azoarcus,tolulyticus
Azoarcus,toluvorans
Azohydromonas,
Azohydromonas,australica
Azohydromonas,lata
Azomonas,
Azomonas,agilis
Azomonas,insignis
Azomonas,macrocytogenes
Azomonotrichon,
Azomonotrichon,macrocytogenes
Azonexus,
Azonexus,caeni
Azonexus,fungiphilus
Azonexus,hydrophilus
Azorhizobium,
Azorhizobium,caulinodans
Azorhizobium,doebereinerae
Azorhizobium,oxalatiphilum
Azorhizophilus,
Azorhizophilus,paspali
Azospira,
Azospira,oryzae
Azospira,restricta
Azospirillum,
Azospirillum,amazonense
Azospirillum,brasilense
Azospirillum,canadense
Azospirillum,doebereinerae
Azospirillum,fermentarium
Azospirillum,formosense
Azospirillum,halopraeferens
Azospirillum,humicireducens
Azospirillum,irakense
Azospirillum,largimobile
Azospirillum,largomobile
Azospirillum,lipoferum
Azospirillum,melinis
Azospirillum,oryzae
Azospirillum,picis
Azospirillum,rugosum
Azospirillum,thiophilum
Azospirillum,zeae
Azotobacter,
Azotobacter,armeniacus
Azotobacter,beijerinckii
Azotobacter,chroococcum
Azotobacter,macrocytogenes
Azotobacter,nigricans
Azotobacter,nigricans
Azotobacter,nigricans
Azotobacter,paspali
Azotobacter,salinestris
Azotobacter,vinelandii
Azovibrio,
Azovibrio,restrictus
Bacillus,
Bacillus,abyssalis
Bacillus,acidiceler
Bacillus,acidicola
Bacillus,acidiproducens
Bacillus,acidocaldarius
Bacillus,acidoterrestris
Bacillus,aeolius
Bacillus,aerius
Bacillus,aerophilus
Bacillus,agaradhaerens
Bacillus,agri
Bacillus,aidingensis
Bacillus,akibai
Bacillus,alcalophilus
Bacillus,algicola
Bacillus,alginolyticus
Bacillus,alkalidiazotrophicus
Bacillus,alkalinitrilicus
Bacillus,alkalisediminis
Bacillus,alkalitelluris
Bacillus,altitudinis
Bacillus,alveayuensis
Bacillus,alvei
Bacillus,amyloliquefaciens
Bacillus,amyloliquefaciens
Bacillus,amyloliquefaciens
Bacillus,amylolyticus
Bacillus,andreesenii
Bacillus,aneurinilyticus
Bacillus,aneurinolyticus
Bacillus,anthracis
Bacillus,aquimaris
Bacillus,arenosi
Bacillus,arseniciselenatis
Bacillus,arsenicoselenatis
Bacillus,arsenicus
Bacillus,arvi
Bacillus,aryabhattai
Bacillus,asahii
Bacillus,atrophaeus
Bacillus,aurantiacus
Bacillus,axarquiensis
Bacillus,azotofixans
Bacillus,azotoformans
Bacillus,badius
Bacillus,barbaricus
Bacillus,bataviensis
Bacillus,beijingensis
Bacillus,benzoevorans
Bacillus,beringensis
Bacillus,berkeleyi
Bacillus,beveridgei
Bacillus,bogoriensis
Bacillus,boroniphilus
Bacillus,borstelensis
Bacillus,brevis
Bacillus,butanolivorans
Bacillus,canaveralius
Bacillus,carboniphilus
Bacillus,cecembensis
Bacillus,cellulosilyticus
Bacillus,centrosporus
Bacillus,cereus
Bacillus,chagannorensis
Bacillus,chitinolyticus
Bacillus,chondroitinus
Bacillus,choshinensis
Bacillus,chungangensis
Bacillus,cibi
Bacillus,circulans
Bacillus,clarkii
Bacillus,clausii
Bacillus,coagulans
Bacillus,coahuilensis
Bacillus,cohnii
Bacillus,composti
Bacillus,curdlanolyticus
Bacillus,cycloheptanicus
Bacillus,cytotoxicus
Bacillus,daliensis
Bacillus,decisifrondis
Bacillus,decolorationis
Bacillus,deserti
Bacillus,dipsosauri
Bacillus,drentensis
Bacillus,edaphicus
Bacillus,ehimensis
Bacillus,eiseniae
Bacillus,enclensis
Bacillus,endophyticus
Bacillus,endoradicis
Bacillus,farraginis
Bacillus,fastidiosus
Bacillus,fengqiuensis
Bacillus,firmus
Bacillus,flexus
Bacillus,foraminis
Bacillus,fordii
Bacillus,formosus
Bacillus,fortis
Bacillus,fumarioli
Bacillus,funiculus
Bacillus,fusiformis
Bacillus,galactophilus
Bacillus,galactosidilyticus
Bacillus,galliciensis
Bacillus,gelatini
Bacillus,gibsonii
Bacillus,ginsengi
Bacillus,ginsengihumi
Bacillus,ginsengisoli
Bacillus,globisporus
Bacillus,globisporus
Bacillus,globisporus
Bacillus,glucanolyticus
Bacillus,gordonae
Bacillus,gottheilii
Bacillus,graminis
Bacillus,halmapalus
Bacillus,haloalkaliphilus
Bacillus,halochares
Bacillus,halodenitrificans
Bacillus,halodurans
Bacillus,halophilus
Bacillus,halosaccharovorans
Bacillus,hemicellulosilyticus
Bacillus,hemicentroti
Bacillus,herbersteinensis
Bacillus,horikoshii
Bacillus,horneckiae
Bacillus,horti
Bacillus,huizhouensis
Bacillus,humi
Bacillus,hwajinpoensis
Bacillus,idriensis
Bacillus,indicus
Bacillus,infantis
Bacillus,infernus
Bacillus,insolitus
Bacillus,invictae
Bacillus,iranensis
Bacillus,isabeliae
Bacillus,isronensis
Bacillus,jeotgali
Bacillus,kaustophilus
Bacillus,kobensis
Bacillus,kochii
Bacillus,kokeshiiformis
Bacillus,koreensis
Bacillus,korlensis
Bacillus,kribbensis
Bacillus,krulwichiae
Bacillus,laevolacticus
Bacillus,larvae
Bacillus,laterosporus
Bacillus,lautus
Bacillus,lehensis
Bacillus,lentimorbus
Bacillus,lentus
Bacillus,licheniformis
Bacillus,ligniniphilus
Bacillus,litoralis
Bacillus,locisalis
Bacillus,luciferensis
Bacillus,luteolus
Bacillus,luteus
Bacillus,macauensis
Bacillus,macerans
Bacillus,macquariensis
Bacillus,macyae
Bacillus,malacitensis
Bacillus,mannanilyticus
Bacillus,marinus
Bacillus,marisflavi
Bacillus,marismortui
Bacillus,marmarensis
Bacillus,massiliensis
Bacillus,megaterium
Bacillus,mesonae
Bacillus,methanolicus
Bacillus,methylotrophicus
Bacillus,migulanus
Bacillus,mojavensis
Bacillus,mucilaginosus
Bacillus,muralis
Bacillus,murimartini
Bacillus,mycoides
Bacillus,naganoensis
Bacillus,nanhaiensis
Bacillus,nanhaiisediminis
Bacillus,nealsonii
Bacillus,neidei
Bacillus,neizhouensis
Bacillus,niabensis
Bacillus,niacini
Bacillus,novalis
Bacillus,oceanisediminis
Bacillus,odysseyi
Bacillus,okhensis
Bacillus,okuhidensis
Bacillus,oleronius
Bacillus,oryzaecorticis
Bacillus,oshimensis
Bacillus,pabuli
Bacillus,pakistanensis
Bacillus,pallidus
Bacillus,pallidus (illeg.)
Bacillus,panacisoli
Bacillus,panaciterrae
Bacillus,pantothenticus
Bacillus,parabrevis
Bacillus,paraflexus
Bacillus,pasteurii
Bacillus,patagoniensis
Bacillus,peoriae
Bacillus,persepolensis
Bacillus,persicus
Bacillus,pervagus
Bacillus,plakortidis
Bacillus,pocheonensis
Bacillus,polygoni
Bacillus,polymachus
Bacillus,polymyxa
Bacillus,popilliae
Bacillus,pseudalcaliphilus
